image,FE?,start time,end time,duration
01.jpg,True,0,9.837560150946956,9.837560150946956
02.jpg,False,9.837560150946956,14.830942818371113,4.993382667424157
03.jpg,True,14.830942818371113,19.021385369822383,4.1904425514512695
04.jpg,False,19.021385369822383,23.804533754562726,4.783148384740343
05.jpg,False,23.804533754562726,26.204450751130935,2.3999169965682086
06.jpg,False,26.204450751130935,29.904466947744368,3.700016196613433
07.jpg,False,29.904466947744368,32.504519817914115,2.6000528701697476
08.jpg,True,32.504519817914115,34.498351060028654,1.9938312421145383
09.jpg,False,34.498351060028654,39.5977493878454,5.099398327816743
10.jpg,True,39.5977493878454,43.99121923625353,4.393469848408131
11.jpg,False,43.99121923625353,48.29693520767614,4.3057159714226145
12.jpg,False,48.29693520767614,51.46278080003685,3.1658455923607107
13.jpg,False,51.46278080003685,53.14459993131459,1.6818191312777344
14.jpg,False,53.14459993131459,54.870199951314135,1.725600019999547
15.jpg,False,54.870199951314135,57.7659001746797,2.8957002233655658
16.jpg,True,57.7659001746797,66.36606364761246,8.600163472932763
17.jpg,False,66.36606364761246,70.36688888806384,4.000825240451377
18.jpg,True,70.36688888806384,73.74650325765833,3.379614369594492
19.jpg,False,73.74650325765833,75.94652921333909,2.2000259556807578
20.jpg,False,75.94652921333909,77.78138798594591,1.8348587726068217
21.jpg,True,77.78138798594591,80.74684568107477,2.965457695128862
22.jpg,True,80.74684568107477,84.56376626039855,3.816920579323778
23.jpg,False,84.56376626039855,89.46841366530862,4.904647404910065
24.jpg,False,89.46841366530862,96.58227424623328,7.1138605809246656
25.jpg,False,96.58227424623328,101.2326797954156,4.650405549182324
26.jpg,True,101.2326797954156,105.21636708613369,3.9836872907180805
27.jpg,False,105.21636708613369,107.11656778049655,1.9002006943628658
28.jpg,True,107.11656778049655,110.9164668340527,3.799899053556146
29.jpg,False,110.9164668340527,113.96857032401022,3.052103489957517
30.jpg,False,113.96857032401022,115.86622955175699,1.8976592277467716
31.jpg,True,115.86622955175699,117.94988975676824,2.083660205011256
32.jpg,False,117.94988975676824,120.4498580826039,2.4999683258356526
33.jpg,False,120.4498580826039,126.36793190980097,5.918073827197077
34.jpg,False,126.36793190980097,130.37043673711014,4.002504827309167
