image,FE?,start time,end time,duration
01.jpg,True,0,14.410310303523147,14.410310303523147
02.jpg,False,14.410310303523147,23.931020832776994,9.520710529253847
03.jpg,True,23.931020832776994,33.499138102837605,9.568117270060611
04.jpg,False,33.499138102837605,43.200654932261386,9.701516829423781
05.jpg,False,43.200654932261386,48.1802015681933,4.979546635931911
06.jpg,False,48.1802015681933,62.45045512415891,14.27025355596561
07.jpg,False,62.45045512415891,68.35077878931406,5.900323665155156
08.jpg,True,68.35077878931406,73.1179497873818,4.767170998067741
09.jpg,False,73.1179497873818,84.73567973449099,11.617729947109183
10.jpg,True,84.73567973449099,89.28526125037752,4.54958151588653
11.jpg,False,89.28526125037752,95.00363729504534,5.718376044667821
12.jpg,False,95.00363729504534,101.88821669813478,6.884579403089447
13.jpg,False,101.88821669813478,105.47185599297518,3.5836392948403955
14.jpg,False,105.47185599297518,108.14154597709421,2.6696899841190316
15.jpg,False,108.14154597709421,115.7756858708417,7.634139893747488
16.jpg,True,115.7756858708417,127.85926113120877,12.08357526036707
17.jpg,False,127.85926113120877,131.60930307892704,3.750041947718273
18.jpg,True,131.60930307892704,138.4735794448643,6.864276365937258
19.jpg,False,138.4735794448643,141.67387208583023,3.2002926409659267
20.jpg,False,141.67387208583023,145.87561046768315,4.20173838185292
21.jpg,True,145.87561046768315,153.3428022170301,7.467191749346966
22.jpg,True,153.3428022170301,170.99442934326362,17.651627126233507
23.jpg,False,170.99442934326362,173.8945321408537,2.9001027975900797
24.jpg,False,173.8945321408537,179.87788694456685,5.983354803713155
25.jpg,False,179.87788694456685,190.89454309862413,11.016656154057273
26.jpg,True,190.89454309862413,194.24434390689566,3.3498008082715387
27.jpg,False,194.24434390689566,197.6470135622949,3.4026696553992224
28.jpg,True,197.6470135622949,203.3644982607948,5.717484698499902
29.jpg,False,203.3644982607948,206.14818467404984,2.7836864132550545
30.jpg,False,206.14818467404984,212.03134607310858,5.883161399058736
31.jpg,True,212.03134607310858,219.21546333221704,7.184117259108461
32.jpg,False,219.21546333221704,223.8151680887786,4.59970475656155
33.jpg,False,223.8151680887786,227.015507985132,3.200339896353398
34.jpg,False,227.015507985132,233.51553435226742,6.500026367135433
