image,FE?,start time,end time,duration
01.jpg,True,0,7.255522899552034,7.255522899552034
02.jpg,False,7.255522899552034,17.64480449372195,10.389281594169915
01.jpg,True,17.64480449372195,18.743886416004443,1.099081922282494
02.jpg,False,18.743886416004443,19.924600243601617,1.1807138275971738
03.jpg,True,19.924600243601617,25.22562844544518,5.301028201843565
04.jpg,False,25.22562844544518,31.125563761218473,5.899935315773291
03.jpg,True,31.125563761218473,31.710495794840426,0.5849320336219535
02.jpg,False,31.710495794840426,32.77889157464824,1.0683957798078154
01.jpg,True,32.77889157464824,35.876766446110196,3.097874871461954
02.jpg,False,35.876766446110196,36.75989379322482,0.8831273471146233
03.jpg,True,36.75989379322482,37.46034418583304,0.700450392608218
04.jpg,False,37.46034418583304,38.26015728985067,0.7998131040176304
05.jpg,False,38.26015728985067,39.493273901917746,1.2331166120670787
04.jpg,False,39.493273901917746,55.16185849529211,15.668584593374362
05.jpg,False,55.16185849529211,56.26180709718483,1.09994860189272
04.jpg,False,56.26180709718483,57.96203628274907,1.7002291855642397
05.jpg,False,57.96203628274907,66.49537982037054,8.533343537621477
06.jpg,False,66.49537982037054,78.49602015655046,12.000640336179913
07.jpg,False,78.49602015655046,83.29732041566376,4.8013002591133045
08.jpg,True,83.29732041566376,84.99604806425032,1.698727648586555
09.jpg,False,84.99604806425032,85.89611315938782,0.9000650951375064
08.jpg,True,85.89611315938782,88.62955113803491,2.733437978647089
09.jpg,False,88.62955113803491,100.4327905542541,11.803239416219185
10.jpg,True,100.4327905542541,104.19890279936499,3.7661122451108895
11.jpg,False,104.19890279936499,109.1322790728891,4.933376273524118
12.jpg,False,109.1322790728891,112.51655885391483,3.3842797810257252
13.jpg,False,112.51655885391483,119.81659676044683,7.300037906531998
14.jpg,False,119.81659676044683,122.88536818131888,3.0687714208720536
15.jpg,False,122.88536818131888,126.20199284946511,3.3166246681462326
16.jpg,True,126.20199284946511,128.95208367789928,2.7500908284341676
17.jpg,False,128.95208367789928,131.08525271535063,2.133169037451353
18.jpg,True,131.08525271535063,134.65206939874497,3.566816683394336
19.jpg,False,134.65206939874497,141.07099753076773,6.4189281320227565
20.jpg,False,141.07099753076773,148.65915076355805,7.588153232790319
21.jpg,True,148.65915076355805,152.1927603659983,3.533609602440265
22.jpg,True,152.1927603659983,156.77587754306796,4.583117177069653
23.jpg,False,156.77587754306796,159.126397910381,2.350520367313038
24.jpg,False,159.126397910381,170.62690555657719,11.500507646196183
25.jpg,False,170.62690555657719,183.59459426142348,12.967688704846296
26.jpg,True,183.59459426142348,186.7617819288912,3.167187667467715
27.jpg,False,186.7617819288912,190.11172565121706,3.349943722325861
28.jpg,True,190.11172565121706,194.76160523719682,4.649879585979761
29.jpg,False,194.76160523719682,197.16210983580368,2.400504598606858
30.jpg,False,197.16210983580368,200.9949978444297,3.832888008626014
31.jpg,True,200.9949978444297,204.96254273045543,3.9675448860257347
32.jpg,False,204.96254273045543,208.29585346368822,3.3333107332327927
33.jpg,False,208.29585346368822,211.39590376603292,3.100050302344698
34.jpg,False,211.39590376603292,217.34588837399497,5.949984607962051
