image,FE?,start time,end time,duration
01.jpg,True,0,5.924527823779499,5.924527823779499
02.jpg,False,5.924527823779499,7.8253404287970625,1.9008126050175633
03.jpg,True,7.8253404287970625,10.425644637754885,2.600304208957823
04.jpg,False,10.425644637754885,14.025526296230964,3.599881658476079
05.jpg,False,14.025526296230964,16.542518887203187,2.5169925909722224
06.jpg,False,16.542518887203187,23.525822321273154,6.983303434069967
07.jpg,False,23.525822321273154,30.692858862312278,7.167036541039124
08.jpg,True,30.692858862312278,39.95521923486376,9.262360372551484
09.jpg,False,39.95521923486376,44.446834483824205,4.491615248960443
10.jpg,True,44.446834483824205,51.54752580245258,7.100691318628378
11.jpg,False,51.54752580245258,56.730614810978295,5.183089008525712
12.jpg,False,56.730614810978295,60.55616514533176,3.8255503343534656
13.jpg,False,60.55616514533176,62.85741968199727,2.3012545366655104
14.jpg,False,62.85741968199727,64.85645062374533,1.9990309417480603
15.jpg,False,64.85645062374533,67.25775032606907,2.4012997023237403
16.jpg,True,67.25775032606907,71.65639624689356,4.398645920824492
17.jpg,False,71.65639624689356,77.35333371456363,5.696937467670068
18.jpg,True,77.35333371456363,84.25826704301289,6.90493332844926
19.jpg,False,84.25826704301289,89.22235264748451,4.96408560447162
20.jpg,False,89.22235264748451,92.62237716501113,3.4000245175266173
19.jpg,False,92.62237716501113,98.45811014459468,5.835732979583554
20.jpg,False,98.45811014459468,101.9926204328658,3.5345102882711217
21.jpg,True,101.9926204328658,108.67248912033392,6.679868687468115
22.jpg,True,108.67248912033392,115.87348379188916,7.200994671555236
23.jpg,False,115.87348379188916,121.77354101085803,5.900057218968868
24.jpg,False,121.77354101085803,124.76040359394392,2.9868625830858946
25.jpg,False,124.76040359394392,128.77396835526451,4.013564761320595
26.jpg,True,128.77396835526451,134.8287865780876,6.054818222823087
27.jpg,False,134.8287865780876,140.30752396705793,5.47873738897033
28.jpg,True,140.30752396705793,148.99538961108192,8.687865644023987
29.jpg,False,148.99538961108192,154.24103972077137,5.24565010968945
30.jpg,False,154.24103972077137,156.54098106364836,2.2999413428769913
31.jpg,True,156.54098106364836,162.79652173139038,6.255540667742025
32.jpg,False,162.79652173139038,169.46332011691993,6.666798385529546
33.jpg,False,169.46332011691993,175.66426616435638,6.200946047436446
34.jpg,False,175.66426616435638,180.76375728889252,5.099491124536144
