image,start time,end time,duration
01.png,0,4.879713056091532,4.879713056091532
02.png,4.879713056091532,6.281235917504091,1.401522861412559
03.png,6.281235917504091,7.4992452809513,1.2180093634472087
04.png,7.4992452809513,10.703073870695107,3.2038285897438072
05.png,10.703073870695107,11.353733462270156,0.6506595915750495
06.png,11.353733462270156,11.587607677588494,0.23387421531833752
07.png,11.587607677588494,12.188030854448698,0.600423176860204
08.png,12.188030854448698,12.839232172673064,0.6512013182243663
09.png,12.839232172673064,13.256167876362952,0.4169357036898873
10.png,13.256167876362952,13.689936828234977,0.43376895187202535
11.png,13.689936828234977,14.05702854372089,0.3670917154859126
12.png,14.05702854372089,14.457446721081396,0.4004181773605069
13.png,14.457446721081396,14.874998459058133,0.41755173797673706
14.png,14.874998459058133,15.242881876195952,0.36788341713781847
15.png,15.242881876195952,15.675362258294626,0.43248038209867445
