image,FE?,start time,end time,duration
01.jpg,True,0,1.485044748643304,1.485044748643304
02.jpg,False,1.485044748643304,21.45625570144557,19.971210952802267
03.jpg,True,21.45625570144557,26.172580190062035,4.716324488616465
04.jpg,False,26.172580190062035,32.172822629911025,6.000242439848989
05.jpg,False,32.172822629911025,35.93948009664746,3.766657466736433
06.jpg,False,35.93948009664746,44.28934031706194,8.349860220414485
07.jpg,False,44.28934031706194,49.90615694487451,5.616816627812568
08.jpg,True,49.90615694487451,53.83993662321018,3.933779678335668
09.jpg,False,53.83993662321018,62.72302308794406,8.883086464733879
10.jpg,True,62.72302308794406,66.35651327666392,3.633490188719861
11.jpg,False,66.35651327666392,69.52311191406943,3.1665986374055137
12.jpg,False,69.52311191406943,70.12322005319993,0.6001081391304979
13.jpg,False,70.12322005319993,72.13984293459089,2.0166228813909584
12.jpg,False,72.13984293459089,74.90878919786655,2.768946263275666
13.jpg,False,74.90878919786655,77.6414163966042,2.732627198737646
14.jpg,False,77.6414163966042,82.05786059845695,4.416444201852755
15.jpg,False,82.05786059845695,86.55869544076131,4.500834842304357
16.jpg,True,86.55869544076131,89.32540221729732,2.7667067765360116
15.jpg,False,89.32540221729732,91.19206920356464,1.8666669862673189
16.jpg,True,91.19206920356464,94.69198119926932,3.4999119957046787
17.jpg,False,94.69198119926932,98.59288459589243,3.9009033966231073
18.jpg,True,98.59288459589243,106.49291788000755,7.900033284115125
19.jpg,False,106.49291788000755,110.0096616388937,3.5167437588861503
20.jpg,False,110.0096616388937,114.55962034193635,4.549958703042648
21.jpg,True,114.55962034193635,121.01254865918463,6.452928317248279
22.jpg,True,121.01254865918463,135.96306422053567,14.95051556135104
23.jpg,False,135.96306422053567,139.99602987625985,4.032965655724183
24.jpg,False,139.99602987625985,142.6463686071902,2.6503387309303434
25.jpg,False,142.6463686071902,147.31461056215903,4.668241954968835
26.jpg,True,147.31461056215903,150.0979652174151,2.783354655256062
27.jpg,False,150.0979652174151,152.41510016737948,2.317134949964384
28.jpg,True,152.41510016737948,156.71602623281342,4.300926065433941
27.jpg,False,156.71602623281342,157.91617847682028,1.2001522440068584
28.jpg,True,157.91617847682028,161.41605588717948,3.499877410359204
29.jpg,False,161.41605588717948,163.8158837137953,2.3998278266158195
30.jpg,False,163.8158837137953,166.54935157613318,2.733467862337875
31.jpg,True,166.54935157613318,174.35016121565104,7.800809639517865
32.jpg,False,174.35016121565104,183.6000509534597,9.249889737808644
33.jpg,False,183.6000509534597,187.9334886135457,4.33343766008602
34.jpg,False,187.9334886135457,195.06700516931096,7.1335165557652545
