image,FE?,start time,end time,duration
01.jpg,True,0,9.101082708628383,9.101082708628383
02.jpg,False,9.101082708628383,18.169025678682374,9.067942970053991
03.jpg,True,18.169025678682374,24.95870373561047,6.789678056928096
04.jpg,False,24.95870373561047,31.158283171156654,6.199579435546184
05.jpg,False,31.158283171156654,37.59087421040749,6.432591039250838
06.jpg,False,37.59087421040749,45.472234768240014,7.881360557832522
07.jpg,False,45.472234768240014,52.02435246875393,6.552117700513918
08.jpg,True,52.02435246875393,55.37316790630575,3.3488154375518207
09.jpg,False,55.37316790630575,64.86027925999952,9.487111353693763
10.jpg,True,64.86027925999952,75.46080809872365,10.60052883872413
11.jpg,False,75.46080809872365,79.56098612467758,4.100178025953937
12.jpg,False,79.56098612467758,85.64244728648919,6.081461161811603
13.jpg,False,85.64244728648919,89.02624675512197,3.3837994686327875
14.jpg,False,89.02624675512197,92.22816631232854,3.2019195572065655
15.jpg,False,92.22816631232854,96.42922330493457,4.201056992606027
16.jpg,True,96.42922330493457,105.70996291213669,9.280739607202122
17.jpg,False,105.70996291213669,107.89313889617915,2.183175984042464
18.jpg,True,107.89313889617915,116.37661987679894,8.483480980619788
19.jpg,False,116.37661987679894,121.36125396826537,4.984634091466432
20.jpg,False,121.36125396826537,127.2617768830678,5.900522914802423
21.jpg,True,127.2617768830678,134.79498253812199,7.533205655054189
22.jpg,True,134.79498253812199,152.96546762541402,18.170485087292036
23.jpg,False,152.96546762541402,157.63369323176448,4.668225606350461
24.jpg,False,157.63369323176448,161.53254340816056,3.8988501763960812
25.jpg,False,161.53254340816056,167.73358807351906,6.201044665358495
26.jpg,True,167.73358807351906,171.34816449062782,3.614576417108765
27.jpg,False,171.34816449062782,174.7344896743889,3.3863251837610733
28.jpg,True,174.7344896743889,179.41433370739105,4.679844033002155
29.jpg,False,179.41433370739105,183.08132145306445,3.6669877456733957
30.jpg,False,183.08132145306445,186.38144188339356,3.300120430329116
31.jpg,True,186.38144188339356,189.43601767043583,3.0545757870422676
32.jpg,False,189.43601767043583,198.735093024472,9.299075354036177
33.jpg,False,198.735093024472,201.63142741599586,2.896334391523851
34.jpg,False,201.63142741599586,203.4350876484241,1.8036602324282285
